ID,Mean,SD
10467314620,2398.4827586206898,1325.915285992854
439942445,2232.5454545454545,527.0826052216794
15318156,8567.75,4710.436099768258
1117744489,767.7741935483871,310.50664148303923
225921650,16754.8,16249.723157641794
6807138720,315.9761904761905,25.796224712330773
1560601706,158387,43044.853838757546
116073602,1466.8461538461538,260.0063608689366
28276664,10199.5,3851.2876677807385
102623976,2560,520.8646657242167
59190543,23412.166666666668,6793.051218189156
64499327,4652.166666666667,315.05518035205625
76807520,15000,NaN
82332418,50000,NaN
146082964,27533.2,7118.230644697537
51245193,3564,858.4165655437923
66330295,316666.3333333333,47258.332602127775
120756377,3839.2,1318.977112091875
144302847,1088.2745098039215,108.03001035478476
904518348,1094.6944444444443,152.9008678746638
1180433861,3375000,750000
6803401743,256.7738095238095,59.32620688925676
21802000,4220.625,1023.6295280589974
36883448,15900,9100
102604869,491666.6666666667,87797.11460710615
7622285,96533.5,19044.506937697286
162069243,1715.775,326.30373513660936
49491808,3165.75,765.1466246039756
128992838,122190.23913043478,23069.030587140733
187846264,16444,8243.8994009712
563294861,1456.75,154.63765501269762
1229958370,885.3404255319149,228.721330025231
2830497827,2108.684210526316,377.91372510896053
11401257331,1193.9285714285713,275.27083239753387
14671091,1000,0
28878110,5490.666666666667,993.4398153218275
153563497,561.8076923076923,523.9552457486338
323419816,102000,NaN
21416138,174474,81861.6279339716
152980413,197.78205128205127,26.548484162415203
74891367,23650,6197.042305272196
105340931,59093.769230769234,95191.01364550635
193696583,449999.5,70709.97101187357
66303576,2958,725.8864173609333
78002486,2676.5,108.18733752154178
145833203,4888.428571428572,660.5970160259715
10714092124,319.3829787234043,115.62054751784228
77443491,767962.3333333334,375975.04073586233
327319628,6770.5,2208.4843218823175
37818500,2465.625,836.7745792198587
522586178,23900,9606.586308361571
2569001052,9121.818181818182,2549.7986220458693
48607745,13984.4,2069.26395126383
52553970,3858.25,851.3747216512049
90716909,10839.8,5255.88434043216
102618732,181.65934065934067,22.20671559096971
128206864,17224.85714285714,8889.725883609364
76692437,179.76712328767124,26.98843401859871
22920501,151368.7142857143,17727.116830276875
181644522,3762.5454545454545,762.9522086784157
14860671,2563.823529411765,448.23420709687554
192557792,2309.48,545.7627017914165
67200948,8829.57142857143,1409.2611656350405
12716490360,685.2727272727273,162.3656410654711
1532396,2355.95,456.7137160421752
81688984,135000,91923.88155425117
169444294,114016.36363636363,15628.066012467547
1191162539,2871.752941176471,319.02854424771766
380566976,849.3,272.55372973639595
53524217,33267.333333333336,8747.484338368375
64647651,20999.666666666668,6999.642871842343
69499437,647354.25,60909.869032721894
74904413,9106.555555555555,3138.0479247101657
76692381,197.225,29.47342720812096
64444871,3750000,353553.39059327374
188004500,2222222,NaN
10467162863,2085.9583333333335,498.0399009193956
163501040,2472.222222222222,348.939385057698
445115703,1000000,NaN
27477255,1500000,NaN
51245692,8811.625,3381.7439684070027
17363660,6926.285714285715,3282.0941340494646
57603998,5165.5,932.4479073921502
65554735,6495.666666666667,869.7955698515217
67201161,44585.666666666664,2825.7594259478874
76063110,NaN,-0
32858586,9003.777777777777,1308.1405484291222
40892523,4036.5,1072.3096101406534
98346415,4033.5714285714284,1188.2883849109548
100472063,3483.1428571428573,808.0056576888202
136171998,1358.6,546.9231512135259
148834245,5287.25,1849.9054705578876
37819953,12625,1108.6778913041726
76692790,247.16,55.88412209242279
97926163,3908.8,903.5507487438409
114385254,957.0769230769231,110.8974462724169
190204972,657.0114942528736,67.12354008682614
1098277,2190.8837209302324,444.98749095860495
163995329,19413.8,4456.024259359458
244160357,322528.6666666667,129231.52966800838
332755212,9700,1838.4776310850236
380201576,580000,NaN
532254782,29839,12290.734426794845
554663025,7896.466666666666,1607.8320965121677
12313531,86899.75,11391.426611711107
16413496,150702.7142857143,48953.8383742422
74937568,4942.444444444444,885.3776187468135
186956843,1349,148.04661428077307
250394663,13842.222222222223,4235.449231716093
52456325,25656,1137.0914650985646
22546563,1200000,NaN
97078407,268905.3333333333,135239.11910513663
183834914,75000,NaN
833772556,374999,176775.28108307451
283749923,2177,330.4757513377074
11700905898,574.9130434782609,112.24315392871289
21439991,71333.33333333333,35851.54575933
155504056,3652,509.0016371944855
287426148,13933.333333333334,5967.132197854064
564449640,5891.8351648351645,354.29809369249955
2226807244,47220.5,8716.499469397104
3210243135,7057.545454545455,2177.751846372103
74385418,7366.333333333333,550.1820910692508
76692831,248.59722222222223,43.63409305442611
1772530315,3015.0196078431372,460.7043950385573
8198290657,325.2903225806452,64.11960828878597
857265983,2688.318181818182,730.513738755694
18821226,1223.3529411764705,260.2090364438922
91294485,35314.28571428572,6248.3140583223385
1172161,43570.47368421053,4615.2311049444515
18174901,681.1758241758242,49.88889731896342
24441888,18599.727272727272,4326.86031877409
179547632,4645.636363636364,1911.211357894635
233609363,3302.5,898.5850544049795
387254417,5054.714285714285,1349.1713153247952
127506257,39777.42857142857,11145.94374435745
30390398,2043.909090909091,711.3646680213257
477860473,57600,12895.735729302149
71037056,10455.666666666666,2080.8738257731725
75941738,19799.8,5932.950379027285
362029970,76675.66666666667,4967.426530240114
402757021,257.52222222222224,76.87480377653266
1279019,16971.8,3114.866133330842
60331861,4218.333333333333,1087.8488252816505
32858948,83500,23334.52377915607
1016185809,4247.8387096774195,403.0572413255297
416828455,649999.5,212132.74146274544
1016184756,3679.096153846154,785.8482680372043
26417031,8220.333333333334,3081.007735573974
10161512424,1247.7142857142858,216.80563027440346
164174205,3412.1666666666665,1347.2482201386154
472605952,4744.714285714285,1971.431942716234
1513251995,99999.5,0.7071067811865476
20573086,1500000,NaN
96095042,1786.7407407407406,258.96013839267476
387254823,3677.214285714286,727.1435345103606
1191142249,1617.2588235294118,295.55972536951685
1744060292,1788073.90625,149121.93693371172
273964898,1947,373.505689381032
98253651,123456,NaN
1191112079,2670.5333333333333,237.39741486433599
215762773,11218.98275862069,1394.677897686061
67318983,460.7792207792208,83.55326435032538
97926244,29200.8,10757.746311379535
154818967,26000,NaN
554658475,18233.384615384617,2013.126943275955
1609387306,1250.030303030303,196.78755754119797
34871016,29499.5,16264.16307407178
50453968,5588.571428571428,2847.3778497150006
68233678,279000,NaN
1191129536,544.377358490566,77.44631550432813
2566024668,425000,106066.01717798212
42847923,5789.285714285715,1274.7174476834352
477858669,1187.3818181818183,226.7378557251859
286527185,3785.6363636363635,631.8913312789268
78033596,44000,2828.42712474619
250405532,14490.7,1963.5439134381486
10159948454,1114.5,299.9471005992469
22023239,2754.2,1209.027791243857
26674400,33722.11111111111,17569.657797211392
88885497,4833.333333333333,1755.9422921421233
111902100,3248.6,649.544301799346
493486164,249999.5,0.7071067811865476
583147959,2123.4814814814813,495.5378872707896
14462955,2222222,NaN
16171848,10550.75,1652.4316929906663
67995931,10569.714285714286,1170.1898299400991
177433041,7494.777777777777,2226.906586375918
79402992,42700,11122.050170719425
20011840,6837.166666666667,1557.3735952402415
67584629,12905.5,6691.5730337990535
100932574,1746.4444444444443,494.6145244306699
2015363653,400000,NaN
34394007,90000,NaN
21802141,52999,32525.49772101881
76692582,381.84615384615387,74.76802265366163
80274859,3809,982.15731937404
94248837,3195.4736842105262,677.7603123049273
134822899,4786.5625,1659.509603768535
116778440,4633,NaN
173780221,131000,NaN
376805769,287500,88388.34764831843
94266158,4345,1321.1516188537937
113299590,16777.909090909092,5981.323824280799
188668491,14068,2025.153821318272
35292167,95,NaN
37747682,7681.8,2161.557983646672
56935215,8332.666666666666,7588.906399036249
435115951,44908.1,18694.071475262477
93536867,4999.666666666667,865.448053515249
493476042,19999999,NaN
557058485,4035.3076923076924,803.8988726425093
6803405665,294.4920634920635,114.12569089864331
1117746294,1008.6578947368421,174.89275112321857
21719280,9083,675.2725375727937
51353085,2349.6153846153848,353.1179072353262
53918608,7953.1,1640.5193926856755
89609550,10025,2822.9712479348186
113333065,2173.6363636363635,461.6818679417107
121389847,105333.33333333333,34428.670223134286
186957762,2239.2727272727275,228.80475996320132
152980818,786.9,224.00251691935716
4765718,6491.311111111111,746.1268176155068
10855932882,610.0307692307692,123.59965225865945
119095672,4424.888888888889,542.7663964461241
135470756,3089.3333333333335,80.71142009240907
2222775067,4858,391.99225353222005
54380918,17277,5573.237120381655
147971190,10416.666666666666,2096.624270901521
153563580,280.88461538461536,58.71721992342148
243853798,1581.076923076923,478.6554887631363
34764447,219260.45454545456,41984.254296971
53130896,8355.875,1148.774059284816
7248672,8514.777777777777,1635.8966026141277
15013035,1598.8823529411766,341.18348078113667
29410313,138749.5,39355.69845651326
69434631,3165.8333333333335,186.12083888341647
78002464,24137.5,4210.5769596735
100511988,1039.0689655172414,256.1016721977095
16646369,149999,NaN
22597302,43000,NaN
25930613,15522.888888888889,5255.353756990209
259424866,102444.18181818182,20802.16881874667
106708987,2126.4,536.9877300481104
1744356057,15166.666666666666,4645.786621588784
91679217,1266.62,231.2673944919647
9838436229,1946.1,348.47830289159594
153584045,393.14814814814815,76.54596593083728
1974896683,1527,384.00737840133576
119040562647325,781.054945054945,67.69069567400147
21802112,2169.090909090909,391.15379444547244
82331895,4859.6,2201.94477678256
140469106,4487,787.9558363258692
1279018,92999.75,10923.76615076809
1861997,76918.66666666667,24591.462873661392
91675439,977.7912087912088,163.7927902689192
241671482,18249.75,2061.2698958004826
209983989,10169.625,2218.176338314234
1645055518,2300.8888888888887,711.7307153067873
77443704,496999.5,66467.33032475428
99610601,100000,141421.35623730952
152980777,255.34328358208955,105.37904918548347
489196035,700000,NaN
61895706,197500,45961.94077712559
100929743,1044.46875,210.5348004908973
139617823,2022.945945945946,1749.7037835960496
17735371,9081.4,5145.051632393984
55907562,80500,112429.97820866105
1492181189,13700,5232.590180780452
569676258,1739.8636363636363,805.8966786815521
51245739,8362.25,716.0076233299941
11821648884,937.2857142857143,183.40866799526765
12279891437,446.3541666666667,83.57503688769836
32861090,7870,1146.5943048873041
71597072,56784,17551.8739740234
66416602,NaN,-0
166896278,7038.8,1971.0966378023063
293316452,25000000,NaN
398674411,10801.560439560439,779.0819128063664
178393560,12904,8769.465814213923
1380773753,4145.283333333334,3446.074593621308
33384642,25193.333333333332,4929.701410836157
34818900,41928.5,1313.0972926634188
40811356,12222,NaN
76692331,1173.5802469135801,130.51349204177424
82332662,48233.333333333336,24916.00548509599
144506837,3594.1666666666665,748.8635167149396
20048880,3001.090909090909,1061.9111501952932
69344020,4014.8333333333335,923.5562606937742
116055112,4067.5,669.4554346238206
357832740,14017,3745.056074346551
553939167,12999.666666666666,5567.225550786795
745788688,1249.162162162162,563.3003202118307
1974902858,6448.888888888889,7154.612348765732
4390900302,2200000,1697056.274847714
10072631,2266.1111111111113,336.11929353605916
46138556,1282.75,363.4458159218663
67319708,3616,1535.6529555859943
91676854,2523.4545454545455,211.44945667291918
483308034,10231.416666666666,762.5280273040739
1402448461,1132,164.78487204247256
1191812,7276.586206896552,1103.37542235637
17527923,13519.375,4735.855287399679
21272995,33663.454545454544,5527.586387631339
32355759,5050.833333333333,936.8303412226219
81688955,7323.5,2000.355718366111
11530449367,410.6969696969697,93.65744926609041
57983479,61500,16263.455967290593
76059498,NaN,-0
116777778,9445.25,1244.0017081981841
55917432,2459.6666666666665,775.4903287598112
121389389,1012.2417582417582,145.61389895956898
57028494,12383.333333333334,4219.202136265418
332772333,2835.015625,490.54820296737796
406000421,25043.54716981132,2999.237291289736
1016143686,6934444,76995.4431898408
52462233,2040.6666666666667,571.9801861370141
62332732,149555,NaN
149591908,3026.235294117647,558.7729011684568
14492601,171797,17964.754882825426
27004138,11699,3897.7561493762023
67200745,49995,NaN
74939534,961.4468085106383,654.7899035273315
226189871,205732.2,69829.8639914662
86494914,12223.125,2398.660842904998
102606672,1657.8823529411766,511.9108665520958
138932314,9658333.333333334,308558.4763595603
346675113,4726.411764705882,8417.02596719013
21024661,319666.6666666667,79500.52410728707
44114667,122400,16531.182655817458
44856567,2794.3333333333335,533.8036467965851
97101393,2010.5,693.0788452364462
3581868178,208.63736263736263,66.9936176866484
867827055,72853.33333333333,20070.32694468794
76692866,217.17910447761193,68.60005419494597
16985920,707.2727272727273,95.43429438862397
27171229,8394.75,368.5551745216266
137714292,3659.6666666666665,1073.3600281359465
153028036,2630.6363636363635,744.9794994128728
321570512,731.1648351648352,70.4153177363915
191102109,25052.5,35281.09284730279
8853093338,2141.4583333333335,332.4291332347218
8796225,144721.54545454544,46686.19543671318
1609384691,3305,1822.1238128044947
25872570,8795.333333333334,1805.1218333767206
383606760,2990,387.94329482541644
183834442,5281.857142857143,1652.6522550707623
9910070,20000000,NaN
23705521,2700000,NaN
250394028,36000,19798.98987322333
440738448,85201.6052631579,8333.044742338145
76233968067050,23149.593406593405,2911.3056596578876
18482398,180000,NaN
124730147,1253.1379310344828,224.55972114463574
16733641790,9521.108108108108,2384.4416046038464
64489875,12723.57142857143,2909.5283613868223
74937900,16506.88888888889,6527.110261142453
129471170,5593.375,3397.8635698458693
330296924,52154.73333333333,5956.013663015137
334656353,23398.703703703704,6069.006735453978
8853102495,751.952380952381,107.5385866517113
10896900057,50000,NaN
17739050,72284.5,39195.635987951515
50382508,11855.923076923076,2963.479274477284
244097060,10176.333333333334,1568.3657099031464
2568801198,6657.875,1075.5269474743948
102617886,182.72413793103448,27.81027485174483
362051899,74958.36842105263,12635.54850944362
567531362,1912.5652173913043,294.978617091244
1778004652,NaN,-0
36784258,20863.041666666668,2842.005897236587
66303630,NaN,-0
102606919,850000,NaN
22946161,157683,NaN
439946101,292489.14285714284,79167.34094295463
29716461,34096.5,18146.363409785445
20258994,9193.583333333334,1527.196210429922
8798254,4108,1323.8014201533401
1536054971,3516.3,1711.8227484825122
67201116,10997.333333333334,3605.9692640583244
66896601,13239.666666666666,3436.007023663756
128208025,112718,39469.94412714566
140493381,8544,2129.745323473476
147180077,20000000,NaN
362081769,9056.83076923077,1089.3800640907937
17680660,200000,NaN
24826771,861.25,134.16415966691864
493489234,2680.375,494.9727084828588
727321432,3599.181818181818,545.0104252547502
11700921895,526.9607843137255,105.07539403386765
19043710,1261.2222222222222,143.39523856964166
45940736,4506,796.782906443154
51245998,222.03296703296704,32.725610273386316
382881373,1150000,NaN
33873132,3940.3333333333335,836.9188440435258
161212509,6309.4,2047.743953720777
163496075,24357.14285714286,8168.610070029691
878904755,22305.333333333332,6879.4842733061505
440739518,123888.5,33783.44068474968
1609394530,36337.84210526316,6487.568815847033
54694329,4168.125,1024.9173398725522
63993845,4190.9473684210525,665.0333080018472
74939231,61042.5,86206.92322835795
2041982658,289000,NaN
5786047,1465,265.98332736241684
36883659,6768.125,1396.208481925246
25306182,17548.777777777777,2312.6540752552837
287424705,5322.444444444444,1207.356938845252
77359723,11849.5,777.1103525240158
1402433072,337224.75,75183.9587295721
87714679176829,3825.8875,620.1876195040304
25309103,2289.714285714286,497.05724495464784
134210943426188,1577.9295774647887,363.88182241505905
2830432345,765,166.76148817815803
23726438,2485.529411764706,380.91503607219596
64560136,165000,35355.33905932738
108158379,1964286,757614.0043531402
110288865,NaN,-0
121260372,8978.857142857143,1984.2919627430317
53459092,4190.222222222223,467.0660493382542
32711023,9834.142857142857,5602.118540593116
8795516,130000,NaN
64559858,115000,NaN
145310594,19428.428571428572,3420.8464769772436
302282031,2338.3529411764707,536.6522315681347
76063064,5781,1196.414882650902
3798231832,234.05494505494505,114.71862801726492
68352536,11852,6681.813975261508
536826524,9447.25,4577.7429209163765
1049198,6070.072727272727,515.3892399797154
13370505,516666.3333333333,125831.03750797469
15973049,5935.142857142857,1835.1677878395233
62729995,4439,793.3738084913064
74938783,20000,0
173755801,28000,NaN
362080535,177500,17677.66952966369
557059780,3205.3,288.7313437936534
18171366,545.1486486486486,101.41096134215775
18448414,497.14666666666665,109.8108562217058
20577851,53928.142857142855,8145.938260437353
121926643,3385.222222222222,657.2135835818098
170903868,14037.833333333334,2259.4953787663885
583635712,6000000,NaN
